Horodateur,"En temps normal, à quelle fréquence utilisez-vous les transports en commun ?","En temps normal, à quelle(s) heure(s) utilisez-vous les transports en commun ?",Dans quel cadre prenez-vous majoritairement les transports en commun ?,Quels types de transports en commun utilisez-vous ?,Quel temps passez-vous en moyenne dans les transports en commun par jour ?,Ressentez-vous de l'insécurité en prenant les transports en commun ?,"Si oui,  à quelle(s) heure(s) ?",Avez-vous déjà été témoins de comportements correspondant à cette définition du harcèlement ?,Avez-vous déjà subi du harcèlement dans les transports en commun ?,"Si oui, est-ce-que cette expérience a entrainé un ou plusieurs changements de comportement de votre part ?","Si oui, avez-vous été victime de violences physiques en lien avec ce harcèlement ? ",Connaissez-vous le dispositif Alerte 3117 ?,"Si oui, l'avez-vous déjà utilisé ?",Pensez-vous que le dispositif Alerte 3117 soit une solution efficace dans les situations de harcèlement sexuel ou sexiste ?,Pourquoi ?,Connaissez-vous l'arrêt à la demande ?,"Si oui, l'avez-vous déjà utilisé ?",Pensez-vous que le dispositif d'arrêt à la demande soit une solution efficace pour éviter le harcèlement sexuel ou sexiste ?,Pourquoi ?,"Selon-vous, à quel point cette campagne de communication est-elle efficace pour lutter contre le harcèlement dans les transports en commun ?",Pourquoi ?,Quel est votre genre ?,Quel est votre âge ?,Quelle est votre catégorie socio-professionnelle ?,Dans quelle ville habitez-vous ?,
2022/02/16 8:57:44 PM UTC+1,2 à 3 fois par semaine,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30)",Déplacements scolaires/professionnels,"Bus, car (jour)",Entre 30 minutes et 1 heure,4,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30)","Oui, à plusieurs reprises","Non, jamais","Réduction de l'usage des transports en commun en favorisant d'autres modes de déplacements (vélo, taxi, véhicule personnel, etc.)",Non,Non,Non,5,Parce que je pense que c'est réactif,Oui,Non,3,Parce que le chauffeur ne sair pas forcément pourquoi on fait justement cet arrêt à la demande,3,"Très honnêtement je ne me souviens même pas de cette campagne, c'est qu'elle n'a pas dû me marquer",Féminin,46 - 55 ans,Cadres et professions intellectuelles supérieures,Bretagne,
2022/02/16 8:59:03 PM UTC+1,2 à 3 fois par semaine,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Heures creuses (9h30 - 16h30);Le soir (après 19h30)","Déplacements liés à la vie quotidienne (courses, loisirs...)","Métros, tramways;TER, transiliens;Bus, car (jour)",Entre 30 minutes et 1 heure,9,"Tôt le matin (5h - 7h30);Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Heures creuses (9h30 - 16h30);Le soir (après 19h30)","Oui, à plusieurs reprises","Non, jamais",,Non,Non,,,,Non,,,,3,"Il faut plus qu’une affiche à mon sens
Il faut plus de policier dans les transports pour que nous puissions nous sentir plus en sécurité ",Féminin,26 - 35 ans,Cadres et professions intellectuelles supérieures,Paris,
2022/02/16 9:01:10 PM UTC+1,Environ une fois par semaine. Voire davantage. Ça dépend des semaines ,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Heures creuses (9h30 - 16h30);Le soir (après 19h30)","Déplacements liés à la vie quotidienne (courses, loisirs...)","Métros, tramways;Bus, car (jour)",Moins de 30 minutes,5,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Heures creuses (9h30 - 16h30);Le soir (après 19h30)","Non, jamais","Oui, à plusieurs reprises","Changement de siège ou de wagon en cas de sentiment d'insécurité;Modification du style vestimentaire;Réduction de l'usage des transports en commun en favorisant d'autres modes de déplacements (vélo, taxi, véhicule personnel, etc.)",Non,Non,Non,3,"Je ne sais pas, je ne l’ai pas encore utilisé ",Non,Non,2,Dans le métro où le train ou tram je ne pense pas qu’on puisse le demander. ,4,Pertinente ,Féminin,56 - 65 ans,Professions intermédiaires (cadres moyens),Paris ,
2022/02/16 9:04:28 PM UTC+1,Quasiment jamais,Heures creuses (9h30 - 16h30),"Déplacements liés à la vie quotidienne (courses, loisirs...)","Métros, tramways;TER, transiliens",Entre 30 minutes et 1 heure,8,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Heures creuses (9h30 - 16h30)","Oui, une seule fois","Non, jamais",Changement de siège ou de wagon en cas de sentiment d'insécurité,Non,Non,Non,2,Manque d'info,Non,Non,3,Sera t'il'suivi,4,,Féminin,46 - 55 ans,Professions intermédiaires (cadres moyens),Orleans,
2022/02/16 9:07:21 PM UTC+1,Quasiment jamais,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30)","Déplacements liés à la vie quotidienne (courses, loisirs...)","Métros, tramways;TER, transiliens",Moins de 30 minutes,9,"Tôt le matin (5h - 7h30);Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Heures creuses (9h30 - 16h30);Le soir (après 19h30)","Oui, à plusieurs reprises","Oui, une seule fois",Changement de siège ou de wagon en cas de sentiment d'insécurité,Non,Oui,Non,3,,Oui,Non,3,,1,"Les loups sont trop en retrait et la lumière est mis sur la femme alors que l’on devrait concentrer cette campagne de communication sur les mauvais comportements des agresseurs. De plus, comparé des agresseurs à des animaux n’est pas suffisamment frappants et banalisent les comportements je trouve. Les loups sur la pub n’ont pas du tout l’air agressifs et loin de la victime alors que les agresseurs sont en généralement très proches de nous quand on se fait agresser dans les transports en commun",Féminin,18 - 25 ans,Employé·es et personnel de service,Longjumeau (91-Essonne),
2022/02/16 9:07:53 PM UTC+1,Tous les jours,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30)",Déplacements scolaires/professionnels,"TER, transiliens",Plus de 2 heures,7,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Le soir (après 19h30)","Oui, à plusieurs reprises","Oui, à plusieurs reprises","Changement de siège ou de wagon en cas de sentiment d'insécurité;Modification du style vestimentaire;Réduction de l'usage des transports en commun en favorisant d'autres modes de déplacements (vélo, taxi, véhicule personnel, etc.)",Non,Oui,Non,3,Compliqué à utiliser pour une personne seule dans un wagon en fin de soirée par exemple. Et quel est le délais d’intervention une fois l’alerte donnée ?,Oui,Non,4,C’est super. Mais un taré qui veut suivre quelqu’un pourra quand même le faire malheureusement ,4,On assimile plus facilement le 3117 au harcèlement. Il y a tellement de situations inquiétantes dans les transports que je pensais que c’était un numéro généraliste pas forcément centré sur le harcèlement ,Féminin,26 - 35 ans,Employé·es et personnel de service,Vert saint Denis (77),
2022/02/16 9:08:07 PM UTC+1,Quasiment jamais,Heures creuses (9h30 - 16h30),"Déplacements liés à la vie quotidienne (courses, loisirs...)","Métros, tramways;Trains longue distance (intercités, TGV)",Entre 30 minutes et 1 heure,2,,"Oui, à plusieurs reprises","Oui, une seule fois",,Non,Non,,2,Parce que pas assez connu. Et puis ce sont des agressions rapide. Le temps d’appeler je ne vois pas comment quelqu’un arriverait rapidement pour « sauver » la personne en mauvaise posture ,Non,Non,2,Pas assez connu. Je ne sais pas ce que c’est et je pense que mon entourage non plus donc pour être efficace il faudrait au moins qu’on sache que ça existe ,1,J’ai l’impression que ce sont plutôt les hommes qui n’agresse pas qui ont peur de se sentir agresseur et qui réfrène des comportements normaux alors que les agresseurs auraient plutôt tendance à être content ou à trouver risible d’être comparé à des ours.,Féminin,26 - 35 ans,Autres personnes sans activité professionnelle,Récemment à Paris ,
2022/02/16 9:10:54 PM UTC+1,2 à 3 fois par semaine,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30)",Déplacements scolaires/professionnels,"Métros, tramways;Bus, car (jour)",Entre 30 minutes et 1 heure,7,"Tôt le matin (5h - 7h30);Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Le soir (après 19h30)","Oui, à plusieurs reprises","Oui, une seule fois","Réduction de l'usage des transports en commun en favorisant d'autres modes de déplacements (vélo, taxi, véhicule personnel, etc.)",Oui et je n'ai pas porté plainte,Non,Non,3,,Non,Non,3,,4,,Féminin,26 - 35 ans,Professions intermédiaires (cadres moyens),Toulouse ,
2022/02/16 9:11:23 PM UTC+1,2 à 3 fois par semaine,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30)",Déplacements scolaires/professionnels,"Métros, tramways;Bus, car (jour)",Entre 30 minutes et 1 heure,8,"Tôt le matin (5h - 7h30);Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Le soir (après 19h30)","Oui, à plusieurs reprises","Oui, à plusieurs reprises",Modification du style vestimentaire;Favorisation de l'usage des transports en groupe,Non,Oui,Non,3,Je ne sais pas,Non,Non,3,Je ne sais pas ,5,Elle fait froid dans le dos,Féminin,26 - 35 ans,Professions intermédiaires (cadres moyens),Antony,
2022/02/16 9:12:23 PM UTC+1,2 à 3 fois par semaine,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Le soir (après 19h30)",Déplacements scolaires/professionnels,"Métros, tramways",Entre 30 minutes et 1 heure,7,Le soir (après 19h30),"Oui, à plusieurs reprises","Oui, à plusieurs reprises","Changement de siège ou de wagon en cas de sentiment d'insécurité;Favorisation de l'usage des transports en groupe;Réduction de l'usage des transports en commun en favorisant d'autres modes de déplacements (vélo, taxi, véhicule personnel, etc.)",Non,Non,,4,,Non,,,,4,,Féminin,26 - 35 ans,Cadres et professions intellectuelles supérieures,Paris,
2022/02/16 9:15:06 PM UTC+1,2 à 3 fois par semaine,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Le soir (après 19h30)",Déplacements scolaires/professionnels,"Métros, tramways;Bus, car (jour);Bus, car (nuit)",Entre 30 minutes et 1 heure,4,Le soir (après 19h30),"Oui, une seule fois","Non, jamais",,,Non,,,Je ne connais pas,Non,Non,,Je ne connais pas ,1,Pas visible ,Féminin,18 - 25 ans,Étudiant·e,Paris,
2022/02/16 9:16:34 PM UTC+1,2 à 3 fois par semaine,Heures creuses (9h30 - 16h30),"Déplacements liés à la vie quotidienne (courses, loisirs...)","Métros, tramways;Trains longue distance (intercités, TGV)",Moins de 30 minutes,4,Le soir (après 19h30),"Oui, une seule fois","Oui, une seule fois",Changement de siège ou de wagon en cas de sentiment d'insécurité;Modification du style vestimentaire,Non,Non,Non,3,,Non,Non,3,,3,,Féminin,36 - 45 ans,"Artisan·es, commerçant·es et chef·fes d'entreprise",Paris,
2022/02/16 9:17:55 PM UTC+1,Quasiment jamais,Heures creuses (9h30 - 16h30),"Déplacements liés à la vie quotidienne (courses, loisirs...)","Métros, tramways;Bus, car (jour)",Moins de 30 minutes,5,Heures creuses (9h30 - 16h30),"Oui, à plusieurs reprises","Non, jamais","Réduction de l'usage des transports en commun en favorisant d'autres modes de déplacements (vélo, taxi, véhicule personnel, etc.)",Non,Non,Non,3,,Non,Non,4,,2,Message pas clairs photo artistique message adouci ,Féminin,46 - 55 ans,"Artisan·es, commerçant·es et chef·fes d'entreprise",93400,
2022/02/16 9:19:27 PM UTC+1,2 à 3 fois par semaine,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30)",Déplacements scolaires/professionnels,"Métros, tramways",Entre 30 minutes et 1 heure,8,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30)","Non, jamais","Oui, à plusieurs reprises",Changement de siège ou de wagon en cas de sentiment d'insécurité,Non,Non,,3,,Oui,Non,3,"Oui et non. Oui dans le sens où cela réduit les risques entre le moyen de transport et chez soi. Et non car si l’harceleur est dans le moyen de transport, j’aurais peur qu’il me suive et sache où j’habite  ",2,Car les gens ont peur d’agir maintenant,Féminin,26 - 35 ans,Étudiant·e,Chartres (28) mais j’étudie à Paris et prend les transports en commun tous les jours pour y aller ,
2022/02/16 9:22:21 PM UTC+1,"entre 5 et 7 fois par semaine, 2h30 par jour en moyenne","Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Heures creuses (9h30 - 16h30);Le soir (après 19h30)",Déplacements scolaires/professionnels,"Métros, tramways;TER, transiliens;Bus, car (jour);Bus, car (nuit)",Plus de 2 heures,8,"Tôt le matin (5h - 7h30);Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Heures creuses (9h30 - 16h30);Le soir (après 19h30)","Oui, fréquemment","Oui, fréquemment",Changement de siège ou de wagon en cas de sentiment d'insécurité;Favorisation de l'usage des transports en groupe,Non,Oui,Non,3,je ne peux pas me prononcer,Non,Non,3,je ne connais pas,4,"elle a le mérite de donner les numéros importants, c'est le maximum qu'ils puissent faire je pense (dans le cadre de campagne de pub uniquement )",Je ne me reconnais pas dans ces catégories,18 - 25 ans,Étudiant·e,Cormeilles-en-Parisis,
2022/02/16 9:28:54 PM UTC+1,Tous les jours ,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30)",Déplacements scolaires/professionnels,"Métros, tramways",Entre 1 heure et 2 heures,4,Le soir (après 19h30),"Non, jamais","Non, jamais",,,Oui,Non,3,,Non,Non,3,,1,Parce que à la place de loup il y a des vrais hommes. Il ne faut pas utiliser les loups pour une similitudes. Il faut montrer la réalité avec les vrais acteurs ,Féminin,36 - 45 ans,Cadres et professions intellectuelles supérieures,Maisons Alfort ,
2022/02/16 9:29:48 PM UTC+1,2 à 3 fois par semaine,Heures creuses (9h30 - 16h30),"Déplacements liés à la vie quotidienne (courses, loisirs...)","Métros, tramways;TER, transiliens",Moins de 30 minutes,3,,"Non, jamais","Oui, à plusieurs reprises",Changement de siège ou de wagon en cas de sentiment d'insécurité,Non,Oui,Non,3,Il faut que les gens agissent,Non,Non,4,Comme ça on ne se promène pas des longs trajets toute seule la nuit.,2,Les harceleurs ils s'en foutent.,Féminin,36 - 45 ans,Autres personnes sans activité professionnelle,Choisy-le-Roi,
2022/02/16 9:31:40 PM UTC+1,2 à 3 fois par semaine,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Le soir (après 19h30)",Déplacements scolaires/professionnels,"Métros, tramways;TER, transiliens;Trains longue distance (intercités, TGV);Bus, car (jour)",Entre 1 heure et 2 heures,3,,"Oui, une seule fois","Non, jamais",,,Non,,,,Oui,Oui,2,Les harceleurs peuvent quand même te suivre à l'arrêt demande même si cela rappproche du domicile ou de la destination finale,3,"Une campagne ne peut pas avoir d'effet seule mais couplée à d'autres supports, sensibilisation et campagnes en continu peut être efficace ",Féminin,18 - 25 ans,Étudiant·e,Paris,
2022/02/16 9:34:08 PM UTC+1,2 à 3 fois par semaine,Heures creuses (9h30 - 16h30);Le soir (après 19h30),Déplacements scolaires/professionnels,"Métros, tramways;Bus, car (jour)",Entre 1 heure et 2 heures,3,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Heures creuses (9h30 - 16h30);Le soir (après 19h30)","Oui, à plusieurs reprises","Oui, à plusieurs reprises",Changement de siège ou de wagon en cas de sentiment d'insécurité;Favorisation de l'usage des transports en groupe,Non,Non,,1,Jamais entendu parler ,Non,,2,Jamais entendu parler ,3,Trop symbolique,Féminin,46 - 55 ans,Cadres et professions intellectuelles supérieures,Paris,
2022/02/16 9:38:18 PM UTC+1,Tous les jours,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30)",Déplacements scolaires/professionnels,"Métros, tramways;TER, transiliens",Entre 30 minutes et 1 heure;Entre 1 heure et 2 heures,7,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Le soir (après 19h30)","Oui, à plusieurs reprises","Oui, à plusieurs reprises",Modification du style vestimentaire;Favorisation de l'usage des transports en groupe,Non,Oui,Non,1,Pas assez rapide sur l’action ,Non,Non,3,"On arrive plus vite à destination, mais le harceleur peutsuivre",2,Les harceleurs ne porte d’importance aux campagnes (je pense),Féminin,18 - 25 ans,Employé·es et personnel de service,Champigny sur Seine ,
2022/02/16 9:40:20 PM UTC+1,J’ai passée mon permis pour ne plus les prendres,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Le soir (après 19h30)",Déplacements scolaires/professionnels,"Métros, tramways;Bus, car (jour);Bus, car (nuit)",Entre 1 heure et 2 heures,8,Le soir (après 19h30),"Oui, à plusieurs reprises","Oui, à plusieurs reprises","Changement de siège ou de wagon en cas de sentiment d'insécurité;Modification du style vestimentaire;Réduction de l'usage des transports en commun en favorisant d'autres modes de déplacements (vélo, taxi, véhicule personnel, etc.)",Non,Non,Non,3,,Non,Non,3,,3,,Féminin,26 - 35 ans,Autres personnes sans activité professionnelle,Paris,
2022/02/16 9:40:46 PM UTC+1,2 à 3 fois par semaine,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Le soir (après 19h30)",Déplacements scolaires/professionnels,"Métros, tramways;Bus, car (jour)",Entre 30 minutes et 1 heure,5,Tôt le matin (5h - 7h30);Le soir (après 19h30),"Oui, à plusieurs reprises","Non, jamais",,Non,Non,,2,Faut-il encore se souvenir du numéro.,Non,Non,3,Ca peu mettre fin au harcèlement en cours,2,,Féminin,36 - 45 ans,Professions intermédiaires (cadres moyens),Ivry ,
2022/02/16 9:42:27 PM UTC+1,2 à 3 fois par semaine,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30);Heures creuses (9h30 - 16h30);Le soir (après 19h30)",Déplacements scolaires/professionnels,"Bus, car (jour);Bus, car (nuit)",Entre 30 minutes et 1 heure,10,Heures creuses (9h30 - 16h30);Le soir (après 19h30),"Non, jamais","Oui, à plusieurs reprises",Changement de siège ou de wagon en cas de sentiment d'insécurité;Favorisation de l'usage des transports en groupe,Non,Oui,Non,4,,Oui,Non,4,,4,,Féminin,18 - 25 ans,Étudiant·e,Amiens ,
2022/02/16 9:45:21 PM UTC+1,Quotidiennement ,"Tôt le matin (5h - 7h30);Heures de pointe (7h30 - 9h30, 16h30 - 19h30)",Déplacements scolaires/professionnels,"Métros, tramways;TER, transiliens;Bus, car (jour);Bus, car (nuit)",Entre 30 minutes et 1 heure,6,Le soir (après 19h30),"Oui, fréquemment","Oui, à plusieurs reprises","Changement de siège ou de wagon en cas de sentiment d'insécurité;Favorisation de l'usage des transports en groupe;Réduction de l'usage des transports en commun en favorisant d'autres modes de déplacements (vélo, taxi, véhicule personnel, etc.)",Non,Oui,Non,2,Pas encore assez connu,Oui,Non,4,Permet de se rapprocher donc éviter les longues marchés seule,3,Choc et parlante,Féminin,26 - 35 ans,Professions intermédiaires (cadres moyens),Colombes,
2022/02/16 9:46:46 PM UTC+1,2 à 3 fois par semaine,"Heures de pointe (7h30 - 9h30, 16h30 - 19h30)",Déplacements scolaires/professionnels,"Métros, tramways",Entre 30 minutes et 1 heure,6,Le soir (après 19h30),"Non, jamais","Oui, une seule fois","Changement de siège ou de wagon en cas de sentiment d'insécurité;Favorisation de l'usage des transports en groupe;Réduction de l'usage des transports en commun en favorisant d'autres modes de déplacements (vélo, taxi, véhicule personnel, etc.)",Oui et je n'ai pas porté plainte,Oui,Non,2,Pas le temps ni la possibilité sur le moment ,Non,,,,3,,Féminin,26 - 35 ans,Cadres et professions intellectuelles supérieures,Le Raincy,
2022/02/16 9:50:53 PM UTC+1,2 à 3 fois par semaine,Heures creuses (9h30 - 16h30),"Déplacements liés à la vie quotidienne (courses, loisirs...)","Métros, tramways;Trains longue distance (intercités, TGV)",Entre 30 minutes et 1 heure,6,Le soir (après 19h30),"Oui, une seule fois","Non, jamais",,,Oui,Non,3,,Non,Non,,,3,,Féminin,18 - 25 ans,Professions intermédiaires (cadres moyens), Neuilly sur seine,
2022/02/16 9:53:12 PM UTC+1,5 jours sur 7 ,Tôt le matin (5h - 7h30);Le soir (après 19h30),Déplacements scolaires/professionnels,"Métros, tramways;TER, transiliens",Entre 30 minutes et 1 heure,8,Tôt le matin (5h - 7h30);Le soir (après 19h30),"Oui, à plusieurs reprises","Oui, une seule fois",Changement de siège ou de wagon en cas de sentiment d'insécurité;Modification du style vestimentaire,Non,Oui,Non,2,Je pense qu’entre le temps d’alerte et la réaction il peut se passer énormément de choses ,Non,,3,Je ne connais pas ce principe ,3,Je découvre cette campagne et elle accentue le sentiment d’insécurité elle est assez effrayante ,Féminin,36 - 45 ans,Cadres et professions intellectuelles supérieures,Wissous ,
2022/02/16 9:58:34 PM UTC+1,2 à 3 fois par semaine,Heures creuses (9h30 - 16h30),"Déplacements liés à la vie quotidienne (courses, loisirs...)","Métros, tramways;Bus, car (jour)",Entre 30 minutes et 1 heure,3,Heures creuses (9h30 - 16h30),"Non, jamais","Non, jamais",,,Oui,Non,4,Sentiment de sécurité face à une situation difficile ,Oui,Non,1,"La solution au problème n'est pas de fuir en descendant, il faut que ce soit la personne malveillante qui soit désavantagé. Pour pas que ce soit à moi d'attendre le prochain transport seule.",3,"Les harceleurs n'ont rien à faire des moyens mis en place, pour les personnes susceptibles d'être harcelées cela informe. Les numéros devrait être affiché sur les vitres des transports.",Féminin,26 - 35 ans,Employé·es et personnel de service,Paris ,
